activity,amount,device,location,frequency,failed_attempts,risk_label,hour,day_of_week,is_weekend
4,18586.51,3,0,4,0,1,7,2,0
5,0.0,5,15,4,0,1,16,0,0
5,0.0,3,4,1,4,0,18,1,0
1,0.0,5,3,1,2,1,18,5,1
8,0.0,4,16,6,0,1,17,0,0
8,0.0,3,13,2,0,1,16,6,1
9,1890.53,3,15,2,0,1,14,1,0
9,1286.06,3,16,2,0,1,15,5,1
8,0.0,3,3,3,0,1,10,4,0
1,0.0,5,0,3,0,1,20,5,1
7,559.34,5,10,2,0,1,18,1,0
3,235.48,5,16,3,4,1,12,2,0
6,2545.54,5,7,5,0,1,0,6,1
9,576.79,1,13,1,0,1,11,4,0
5,0.0,2,8,5,0,1,20,4,0
1,0.0,5,8,1,0,1,20,0,0
7,2144.3,6,10,6,0,1,14,5,1
3,351.78,1,12,1,0,1,0,2,0
2,2650.1,5,1,2,0,1,17,5,1
0,348.44,4,3,2,1,1,6,4,0
7,1672.71,2,1,1,2,1,23,5,1
1,0.0,4,0,10,1,1,7,5,1
2,2560.96,5,13,7,1,1,20,0,0
9,130.7,4,15,1,0,1,7,0,0
6,3128.2,0,6,8,1,1,12,5,1
8,0.0,2,14,2,0,1,10,0,0
1,0.0,1,15,6,4,1,18,6,1
2,2311.6,2,18,9,0,1,17,2,0
2,2708.02,5,15,9,0,0,4,3,0
5,0.0,4,1,2,0,1,19,4,0
7,2643.52,5,14,6,0,1,6,3,0
9,1657.6,3,13,4,0,1,14,0,0
9,335.77,6,12,1,1,1,4,1,0
3,176.1,5,15,3,0,1,10,6,1
0,336.79,5,12,4,0,1,19,2,0
6,2973.74,3,4,1,0,1,12,4,0
4,11201.42,1,11,10,1,0,18,4,0
2,1519.83,6,5,1,0,1,13,0,0
6,12051.92,2,13,1,0,1,12,1,0
3,23.71,3,17,2,0,1,8,4,0
6,10973.37,6,18,2,0,0,5,6,1
2,1516.77,4,15,2,1,1,13,4,0
1,0.0,1,14,3,2,1,11,5,1
9,1937.25,6,8,1,0,1,16,6,1
6,13182.18,4,9,4,2,1,14,0,0
4,6442.6,3,12,1,0,1,15,3,0
6,10858.5,3,3,8,1,1,10,2,0
5,0.0,2,3,6,0,1,17,6,1
7,2257.64,6,4,1,0,1,15,5,1
5,0.0,3,9,8,1,1,12,4,0
4,8164.58,0,7,2,5,0,6,5,1
9,1357.97,2,1,1,0,1,0,6,1
1,0.0,6,5,1,0,1,23,0,0
2,2176.6,6,16,5,2,0,23,6,1
7,1988.52,2,13,3,0,1,11,1,0
5,0.0,6,15,4,1,1,21,2,0
5,0.0,5,3,9,0,1,20,3,0
5,0.0,1,13,4,1,1,8,2,0
4,12523.47,2,13,2,1,1,19,2,0
1,0.0,1,6,1,1,1,7,4,0
6,2592.25,6,14,1,2,1,21,3,0
9,2649.89,5,13,7,0,0,0,6,1
9,1402.43,5,9,1,0,1,12,4,0
1,0.0,0,13,4,4,1,9,1,0
7,497.62,3,0,5,0,1,11,5,1
3,126.8,6,2,7,1,1,11,3,0
6,19491.79,0,1,4,0,1,21,5,1
4,12542.39,3,18,2,0,0,5,5,1
3,198.12,3,12,7,1,1,19,6,1
6,2098.66,0,6,3,0,1,15,1,0
3,365.07,3,10,2,0,1,13,3,0
2,1411.22,6,8,3,0,1,15,4,0
7,2356.87,5,7,3,0,1,11,4,0
1,0.0,0,15,2,3,1,11,2,0
4,4302.11,0,14,1,0,1,13,2,0
6,7189.84,4,11,6,0,1,15,2,0
0,95.33,0,8,1,0,1,20,4,0
2,1139.87,4,18,1,2,1,18,3,0
6,2413.94,4,16,3,0,1,20,1,0
4,11767.15,2,9,3,0,1,20,5,1
7,2183.26,3,6,2,2,1,18,5,1
8,0.0,5,7,2,0,1,17,6,1
7,1358.98,1,8,7,0,0,10,5,1
0,227.81,6,11,2,0,1,11,2,0
0,197.36,3,12,1,2,1,9,6,1
6,1473.41,5,12,2,2,0,1,3,0
9,2737.59,2,2,2,0,1,0,2,0
2,2597.07,1,9,3,0,1,10,6,1
6,6295.84,4,0,5,0,1,9,3,0
0,472.24,2,12,2,1,1,0,5,1
8,0.0,4,3,8,0,1,15,3,0
1,0.0,3,12,8,0,0,4,4,0
5,0.0,4,6,6,0,1,19,1,0
9,214.59,2,5,2,0,1,4,3,0
1,0.0,0,6,6,0,1,13,2,0
4,4099.31,3,7,2,2,1,17,4,0
3,236.72,1,12,5,1,0,1,6,1
1,0.0,1,0,6,0,1,10,0,0
7,2657.2,2,1,1,1,1,8,6,1
9,368.09,0,2,2,0,1,12,5,1
3,23.09,1,12,2,0,1,16,1,0
6,14196.54,1,0,1,1,1,8,1,0
0,422.37,4,18,2,0,1,9,6,1
2,1324.77,5,16,2,0,1,9,6,1
3,35.68,4,19,2,0,1,0,2,0
5,0.0,5,1,1,2,1,23,2,0
1,0.0,6,11,3,3,0,14,0,0
7,322.13,2,13,1,0,1,11,1,0
5,0.0,0,11,9,0,1,5,2,0
4,6520.87,0,1,2,0,1,16,0,0
8,0.0,1,16,4,0,1,0,4,0
4,15190.87,0,9,1,0,1,8,6,1
2,1130.37,6,7,2,2,1,16,5,1
1,0.0,4,5,2,0,1,16,1,0
4,17460.48,3,10,2,4,0,14,2,0
2,279.82,4,9,1,1,1,15,2,0
7,1274.93,1,7,1,2,1,15,2,0
1,0.0,6,11,2,0,1,12,5,1
6,15189.22,6,14,1,0,1,21,6,1
6,6698.02,4,13,5,1,1,17,5,1
1,0.0,1,18,9,0,1,22,2,0
4,3289.13,0,14,2,0,1,18,4,0
1,0.0,0,12,4,0,1,18,3,0
2,766.59,3,3,1,1,1,15,1,0
9,2730.3,2,1,2,0,1,20,6,1
1,0.0,3,3,3,1,1,18,0,0
0,13.15,3,2,2,0,1,9,5,1
8,0.0,4,16,1,0,1,9,0,0
5,0.0,2,7,6,0,1,18,2,0
0,52.0,6,9,2,1,1,8,2,0
6,4260.81,0,9,2,1,1,18,2,0
8,0.0,2,1,2,0,1,23,4,0
5,0.0,0,15,1,0,1,13,5,1
3,312.99,5,6,9,4,1,16,2,0
5,0.0,1,9,2,1,1,23,0,0
3,493.57,1,18,1,0,1,20,0,0
6,6061.9,4,15,8,0,1,17,2,0
2,2260.99,5,13,7,0,1,16,1,0
0,336.31,4,19,3,0,1,22,4,0
8,0.0,5,4,3,0,1,12,1,0
0,66.69,6,17,4,0,1,6,2,0
4,14751.51,0,4,2,1,1,11,1,0
6,7936.48,0,17,5,0,1,14,4,0
2,2242.44,6,18,2,1,1,20,3,0
7,1487.6,2,3,4,2,1,17,6,1
3,366.42,0,3,1,0,1,11,4,0
1,0.0,2,1,1,2,1,12,4,0
8,0.0,3,5,4,0,1,18,5,1
0,449.64,5,1,2,2,1,9,3,0
1,0.0,3,12,2,3,1,17,2,0
2,1882.78,1,16,3,4,1,12,0,0
1,0.0,3,3,1,0,1,10,5,1
0,349.93,1,7,4,0,1,7,2,0
6,14289.67,0,1,2,2,1,20,0,0
4,10802.69,0,6,3,0,1,19,5,1
8,0.0,5,3,3,2,1,8,5,1
9,899.24,3,9,1,3,1,22,2,0
4,9834.33,6,16,3,1,1,11,3,0
0,429.48,4,8,1,1,1,9,3,0
0,197.07,2,1,7,0,1,21,2,0
7,2144.76,6,6,5,0,1,15,6,1
6,5439.0,3,12,1,3,1,14,1,0
5,0.0,0,19,1,1,0,7,0,0
6,10602.75,2,11,6,0,0,17,3,0
9,1657.26,4,9,3,1,1,20,6,1
4,14721.68,5,2,3,0,1,3,5,1
8,0.0,1,16,4,3,1,19,2,0
0,209.19,3,14,7,0,1,11,1,0
5,0.0,5,3,2,1,1,22,6,1
4,3844.17,5,16,2,5,0,19,5,1
2,2025.19,4,10,5,0,1,20,3,0
1,0.0,5,9,2,1,1,9,4,0
3,153.84,1,9,2,3,1,9,0,0
5,0.0,2,12,1,2,1,11,2,0
5,0.0,6,16,1,0,1,7,2,0
3,203.73,6,5,1,0,1,11,6,1
5,0.0,3,6,1,0,1,11,3,0
3,480.25,6,16,3,0,1,23,1,0
6,19155.69,6,13,3,0,1,19,6,1
1,0.0,0,4,3,1,1,13,2,0
6,17290.13,1,6,4,2,1,23,2,0
7,365.78,4,4,3,0,1,12,1,0
9,922.81,1,0,2,0,1,16,4,0
8,0.0,4,18,1,0,1,10,4,0
0,241.31,2,7,2,0,1,21,0,0
8,0.0,0,8,3,0,0,12,3,0
6,17749.52,3,8,6,1,0,8,4,0
6,18839.27,0,6,4,0,1,16,4,0
9,2925.5,3,15,1,0,1,20,3,0
0,32.27,5,5,2,0,1,15,1,0
9,1155.53,4,6,1,0,1,18,1,0
9,2124.72,2,14,3,0,1,14,2,0
0,29.15,4,18,4,0,1,8,1,0
6,77.93,3,7,6,0,1,11,1,0
8,0.0,0,12,4,0,1,23,4,0
4,2173.53,0,11,3,0,1,18,4,0
0,109.92,4,0,4,0,1,16,5,1
3,98.94,6,16,4,0,1,9,1,0
4,3797.57,5,7,1,0,1,8,6,1
1,0.0,0,5,7,0,1,12,5,1
4,319.26,5,5,5,0,1,22,0,0
2,925.62,5,9,2,0,1,13,1,0
0,60.26,4,13,2,0,1,20,2,0
6,9861.82,2,10,2,0,1,23,4,0
2,1288.74,4,15,3,0,1,11,5,1
0,458.95,5,2,4,2,1,16,6,1
2,1174.85,3,3,2,1,1,17,0,0
1,0.0,5,7,3,0,1,11,6,1
1,0.0,6,16,1,0,1,14,2,0
7,1088.32,6,0,1,0,1,9,3,0
3,80.63,4,6,1,1,1,20,4,0
5,0.0,5,10,3,0,1,17,1,0
8,0.0,6,5,2,1,1,8,5,1
3,211.65,3,18,1,2,1,11,4,0
2,37.55,6,14,1,0,1,19,6,1
0,486.83,1,11,1,0,1,14,0,0
8,0.0,4,10,2,0,1,16,1,0
6,7285.9,2,6,1,0,1,18,0,0
9,609.17,6,8,3,1,1,21,2,0
5,0.0,6,6,4,1,1,23,5,1
1,0.0,0,2,1,1,1,21,4,0
0,89.0,3,7,1,0,1,17,1,0
9,2976.88,2,0,1,0,1,16,2,0
7,630.42,5,7,1,0,1,16,0,0
3,56.12,3,18,2,0,1,11,1,0
3,489.46,4,17,9,0,0,18,0,0
1,0.0,1,12,5,4,1,20,0,0
9,1353.03,5,10,4,1,1,20,6,1
0,194.15,1,15,3,0,1,15,3,0
6,1762.16,0,0,2,0,1,18,5,1
7,2108.36,6,3,2,0,1,13,4,0
5,0.0,1,6,1,0,1,22,0,0
2,255.36,0,14,6,0,1,5,1,0
6,17904.38,4,12,2,0,1,12,2,0
4,7813.3,4,10,3,0,0,0,0,0
2,2690.02,3,2,3,0,1,21,6,1
4,1994.05,6,2,3,0,1,9,5,1
8,0.0,2,16,5,1,1,19,0,0
8,0.0,0,12,7,0,1,11,2,0
9,1310.45,1,11,4,3,1,10,1,0
6,13010.01,5,14,7,0,1,16,3,0
0,427.34,1,3,5,4,1,9,3,0
1,0.0,6,18,6,0,1,0,3,0
5,0.0,0,5,5,0,1,0,6,1
7,1669.44,0,13,7,0,1,12,4,0
8,0.0,5,2,2,0,1,14,6,1
8,0.0,3,11,3,0,1,9,1,0
3,320.89,4,18,2,0,1,18,1,0
0,50.65,0,10,2,0,1,8,3,0
0,448.36,0,6,1,1,1,7,3,0
6,4245.4,1,2,1,0,1,12,3,0
6,19519.52,6,13,2,0,1,23,1,0
5,0.0,0,12,6,0,1,14,1,0
2,806.43,6,1,2,2,1,13,1,0
0,94.75,1,10,4,0,1,17,3,0
1,0.0,2,5,3,0,1,20,4,0
8,0.0,4,15,8,0,1,21,5,1
8,0.0,2,4,1,0,1,12,6,1
2,2339.65,5,12,2,1,1,8,4,0
1,0.0,3,8,4,3,1,10,1,0
8,0.0,0,16,1,0,1,19,0,0
2,1806.28,2,13,4,0,1,15,0,0
2,2525.72,6,13,3,0,1,12,6,1
0,165.42,2,16,1,0,1,11,4,0
8,0.0,3,5,1,5,1,22,3,0
8,0.0,5,15,1,1,1,19,3,0
6,5311.36,2,1,7,0,1,17,1,0
2,2260.34,1,1,2,0,1,20,4,0
8,0.0,2,2,4,0,1,18,4,0
6,19436.72,1,5,1,0,1,4,1,0
9,2576.08,5,3,2,3,1,18,6,1
3,435.25,3,18,1,0,1,14,1,0
7,54.68,5,16,2,0,1,13,4,0
7,456.11,1,18,1,0,1,14,1,0
7,1211.06,6,0,3,0,1,15,2,0
4,5360.26,6,1,2,0,1,5,3,0
7,517.23,6,18,1,0,1,9,0,0
8,0.0,1,3,1,0,1,17,3,0
0,441.82,6,12,2,0,1,9,4,0
4,13616.92,4,14,4,0,1,11,4,0
8,0.0,2,12,1,0,1,23,0,0
6,5435.25,1,5,3,0,1,14,4,0
4,14833.2,3,6,8,0,0,23,3,0
9,528.98,1,8,7,0,1,21,2,0
8,0.0,1,8,4,0,1,19,2,0
2,1401.62,5,6,2,0,1,8,4,0
5,0.0,3,16,1,0,1,9,5,1
0,394.78,3,14,1,1,1,14,6,1
7,101.25,5,4,2,3,1,21,0,0
2,1693.9,4,1,1,0,1,17,3,0
6,5981.82,1,2,5,0,1,21,6,1
8,0.0,1,0,6,0,1,13,4,0
4,18141.63,4,11,6,2,0,18,6,1
1,0.0,0,16,5,0,1,17,1,0
4,1993.11,0,10,4,1,1,11,2,0
2,1688.34,5,11,1,0,1,22,0,0
6,1389.48,3,9,1,0,1,8,2,0
1,0.0,0,5,1,0,1,13,6,1
1,0.0,0,14,1,0,1,8,3,0
0,151.83,5,18,2,1,1,7,5,1
2,88.77,6,18,3,2,1,13,4,0
3,442.39,6,5,2,0,1,13,2,0
8,0.0,5,5,1,1,1,16,0,0
3,194.5,5,19,4,0,1,13,2,0
4,12368.63,5,3,1,0,1,12,3,0
7,320.77,0,7,7,0,1,20,2,0
6,8858.49,4,18,3,0,1,12,2,0
3,224.38,1,5,5,0,1,10,1,0
5,0.0,0,4,2,0,1,19,3,0
7,2498.05,2,11,3,0,1,15,1,0
1,0.0,0,16,1,0,1,20,6,1
8,0.0,0,9,4,0,1,0,0,0
9,1728.19,2,4,1,1,1,20,4,0
0,330.08,2,15,1,0,1,1,4,0
3,45.73,0,2,1,5,0,22,6,1
9,1438.92,3,16,1,0,1,8,0,0
5,0.0,6,11,2,1,1,1,3,0
1,0.0,6,3,2,2,1,17,6,1
5,0.0,4,4,4,2,1,10,4,0
5,0.0,2,13,2,1,1,6,6,1
4,7986.48,2,17,1,1,0,16,0,0
0,471.3,4,16,1,1,1,18,1,0
1,0.0,3,6,1,4,1,17,3,0
6,7479.18,5,0,4,4,1,19,6,1
0,146.2,2,5,2,0,1,12,3,0
5,0.0,1,16,3,0,1,10,2,0
0,407.02,5,5,2,0,1,15,5,1
0,430.67,5,8,2,0,1,22,1,0
2,2723.6,4,2,1,0,1,10,2,0
8,0.0,0,2,1,0,1,10,1,0
3,236.73,1,11,3,0,1,13,2,0
6,8836.77,0,16,1,0,1,10,5,1
5,0.0,6,18,3,0,1,9,2,0
9,2156.37,6,0,2,0,1,15,0,0
1,0.0,6,2,2,0,1,20,1,0
2,1108.06,3,10,1,0,1,11,6,1
2,1146.36,4,8,10,0,0,23,3,0
9,2395.63,1,18,1,0,1,15,2,0
8,0.0,5,9,4,2,1,10,3,0
9,1519.4,4,0,2,0,1,21,2,0
1,0.0,2,2,2,0,1,17,3,0
2,1730.16,4,15,1,0,1,16,1,0
6,2571.64,4,7,1,2,0,1,3,0
2,1209.94,2,15,6,0,1,15,4,0
8,0.0,1,14,2,1,1,22,2,0
6,3087.52,5,0,2,0,1,0,6,1
0,251.71,6,16,7,0,0,3,3,0
5,0.0,4,4,1,2,1,19,0,0
0,91.14,4,18,6,5,1,10,3,0
2,292.45,3,11,1,2,1,15,3,0
7,849.1,6,3,2,3,1,22,3,0
0,52.56,3,7,5,1,1,8,5,1
9,1009.33,0,10,3,2,1,13,6,1
9,955.99,5,13,3,0,1,19,2,0
7,2021.68,4,14,1,0,1,10,0,0
5,0.0,4,14,1,1,1,13,4,0
8,0.0,2,5,6,1,1,13,2,0
9,1445.47,0,2,2,0,1,7,0,0
2,1396.88,1,14,4,0,1,11,5,1
7,91.74,0,4,3,0,1,10,2,0
3,218.35,5,9,3,0,1,10,0,0
4,17518.66,6,11,1,0,1,14,2,0
8,0.0,3,16,2,0,1,18,1,0
0,402.63,6,14,7,0,1,21,1,0
9,1196.82,3,9,4,0,1,13,2,0
2,2455.8,3,16,4,1,1,20,0,0
6,14730.67,0,18,2,0,1,19,3,0
3,109.31,1,18,1,4,1,10,3,0
9,1522.25,2,2,4,0,1,12,4,0
3,191.21,4,2,9,0,1,15,3,0
4,5036.88,6,14,3,0,1,8,4,0
2,114.35,3,9,1,0,1,17,1,0
8,0.0,0,14,4,3,1,13,4,0
2,2271.88,4,0,9,0,1,8,2,0
9,1464.14,3,18,2,0,1,18,6,1
4,13021.9,0,11,4,0,0,8,5,1
7,2808.93,4,6,4,0,1,21,1,0
2,1414.13,4,6,1,0,1,23,6,1
4,3171.24,2,11,7,0,0,11,3,0
8,0.0,6,8,3,0,1,16,4,0
2,792.5,5,2,2,1,1,7,5,1
7,508.46,0,11,1,0,1,18,1,0
5,0.0,5,0,2,1,1,8,5,1
1,0.0,2,5,2,0,1,18,1,0
2,2520.43,2,1,3,0,1,15,0,0
8,0.0,5,4,3,2,1,20,6,1
2,2799.91,6,6,3,0,1,23,3,0
4,5496.91,3,7,4,0,1,16,5,1
4,12663.19,5,14,5,0,1,13,1,0
2,2613.39,3,10,3,0,1,8,1,0
4,14762.2,2,15,1,5,0,11,1,0
1,0.0,3,6,4,0,1,12,3,0
0,308.18,5,5,7,0,1,17,3,0
3,288.4,3,3,1,1,1,17,1,0
5,0.0,5,17,2,1,1,9,1,0
5,0.0,4,8,2,2,0,12,3,0
0,137.08,6,12,4,0,1,13,1,0
2,1616.16,5,5,4,0,1,9,6,1
7,778.35,6,1,1,0,1,13,3,0
8,0.0,3,3,2,0,1,17,0,0
2,1403.19,6,0,3,0,1,9,6,1
8,0.0,2,13,7,0,1,15,6,1
0,477.45,4,19,6,4,0,12,0,0
2,1991.9,0,2,5,0,1,18,4,0
2,605.22,4,5,2,1,1,9,0,0
5,0.0,6,1,3,3,1,13,3,0
1,0.0,1,2,6,2,0,8,1,0
9,219.61,4,15,1,0,1,13,1,0
5,0.0,3,11,1,0,1,16,5,1
1,0.0,2,4,5,0,1,16,4,0
1,0.0,0,10,3,0,1,17,2,0
8,0.0,1,13,3,1,1,8,2,0
1,0.0,0,2,2,0,1,10,2,0
8,0.0,0,4,3,0,1,7,5,1
7,1547.11,3,0,1,2,1,16,1,0
0,218.59,6,9,1,0,1,17,1,0
8,0.0,4,6,2,0,1,18,5,1
0,179.24,0,15,7,2,1,13,6,1
8,0.0,5,5,1,0,1,12,5,1
1,0.0,5,1,6,2,1,12,4,0
4,5256.47,0,9,4,0,1,11,3,0
0,375.97,3,11,6,1,0,18,5,1
1,0.0,6,2,3,0,1,16,1,0
6,12247.16,6,4,3,0,1,18,0,0
8,0.0,1,5,2,0,1,11,5,1
1,0.0,5,16,9,0,0,1,1,0
8,0.0,6,8,3,0,1,13,6,1
9,2233.44,4,4,7,0,0,23,6,1
6,11436.36,5,7,3,0,1,9,5,1
8,0.0,5,7,4,0,1,18,4,0
3,380.85,0,6,1,0,1,10,0,0
6,7697.9,5,13,1,0,1,16,1,0
5,0.0,5,0,1,0,1,11,0,0
7,2551.68,4,6,7,3,1,8,1,0
6,17894.19,5,11,9,1,0,9,1,0
4,16765.62,1,14,1,1,0,20,1,0
1,0.0,5,16,4,0,1,5,4,0
5,0.0,5,2,2,1,1,11,2,0
6,2962.38,0,3,1,0,1,10,5,1
3,112.94,1,15,2,0,1,7,6,1
3,172.02,6,13,1,0,1,13,2,0
0,160.26,1,14,3,0,1,17,3,0
1,0.0,4,8,1,0,0,10,2,0
1,0.0,5,3,5,0,1,13,6,1
2,2612.99,3,1,1,0,1,13,1,0
7,1072.72,3,5,5,1,1,13,3,0
1,0.0,2,8,2,1,1,16,5,1
4,10482.83,5,17,5,0,0,10,6,1
4,5351.98,0,15,6,0,1,10,0,0
7,735.6,6,15,1,1,1,18,6,1
6,9546.91,1,18,1,0,1,7,1,0
4,16125.03,0,4,1,0,0,16,3,0
9,854.85,4,12,3,0,1,16,5,1
3,13.19,4,6,4,1,1,20,2,0
9,2468.56,4,18,2,1,1,9,5,1
4,4245.32,0,4,1,0,1,17,2,0
3,330.21,4,19,2,2,0,18,0,0
0,173.52,2,4,2,0,1,11,5,1
8,0.0,2,13,4,0,1,16,2,0
5,0.0,6,8,1,0,1,11,1,0
7,485.45,3,2,2,4,1,17,3,0
5,0.0,6,12,7,0,1,7,2,0
1,0.0,2,8,3,0,0,19,5,1
0,282.77,0,2,6,1,1,19,2,0
7,556.5,4,1,4,0,1,13,3,0
1,0.0,3,5,1,5,0,12,3,0
9,2619.88,6,12,1,0,1,11,4,0
2,2396.78,1,11,10,1,0,19,0,0
3,445.78,3,6,3,0,1,23,2,0
5,0.0,4,18,1,2,1,16,4,0
7,2310.93,5,15,1,1,1,15,3,0
6,573.18,4,16,8,0,1,15,5,1
7,912.27,4,2,1,2,1,12,3,0
5,0.0,4,4,2,0,1,13,2,0
6,19386.41,3,6,1,3,1,14,1,0
7,634.93,2,16,7,0,1,7,5,1
6,7125.89,0,1,1,1,1,22,1,0
0,367.52,4,6,1,0,1,21,1,0
5,0.0,5,18,3,2,1,15,2,0
9,2896.07,2,15,1,0,1,18,6,1
1,0.0,6,18,4,0,1,16,6,1
5,0.0,6,6,1,0,1,14,4,0
3,237.57,4,5,5,0,1,12,2,0
2,972.01,3,0,4,2,1,14,3,0
2,680.53,2,15,1,0,1,6,0,0
3,337.49,0,15,2,0,1,14,0,0
1,0.0,3,3,1,1,1,16,6,1
3,430.26,1,0,1,0,1,9,2,0
9,2772.04,2,2,2,0,1,11,4,0
0,40.93,4,10,9,2,1,12,1,0
2,2620.55,3,7,9,0,1,11,4,0
7,2201.57,6,5,2,2,1,11,5,1
8,0.0,5,5,1,3,1,8,3,0
7,838.87,6,7,6,0,1,22,3,0
6,5064.02,5,11,8,0,0,15,0,0
3,413.0,0,3,2,0,1,18,4,0
7,2890.26,5,14,7,0,1,10,5,1
8,0.0,6,10,3,0,1,0,4,0
4,9114.63,2,15,7,0,0,5,4,0
1,0.0,0,2,4,0,1,15,4,0
7,2608.74,1,10,1,1,1,17,0,0
8,0.0,3,13,4,0,1,12,2,0
6,19946.19,0,8,3,2,0,19,3,0
4,16772.2,3,7,1,0,1,16,5,1
3,427.59,1,5,3,1,1,15,4,0
5,0.0,1,2,4,2,1,16,6,1
8,0.0,0,13,2,5,0,23,4,0
9,2313.57,0,12,5,2,1,14,6,1
4,10787.78,2,10,4,0,0,19,4,0
2,2270.91,2,12,2,0,1,9,0,0
5,0.0,6,1,3,1,1,7,3,0
6,1856.32,0,9,4,0,1,15,0,0
6,16907.94,2,11,9,0,0,18,3,0
7,1646.22,4,5,9,0,1,17,2,0
2,42.19,1,5,2,0,1,10,4,0
9,1744.78,5,9,4,0,1,16,3,0
8,0.0,6,12,8,0,1,21,6,1
6,19621.17,6,18,5,0,0,18,4,0
3,141.88,1,8,1,5,0,19,2,0
9,1952.58,4,10,2,4,0,20,0,0
5,0.0,0,17,9,0,1,17,0,0
0,171.96,4,2,9,0,1,15,1,0
8,0.0,3,16,4,1,1,15,5,1
5,0.0,2,10,7,0,1,16,4,0
3,77.87,4,14,6,0,1,11,1,0
7,683.79,1,14,2,0,1,23,4,0
8,0.0,3,12,2,2,1,7,5,1
4,9989.12,5,15,3,0,1,14,1,0
2,2444.01,6,15,4,0,1,13,3,0
2,1772.37,6,3,3,0,1,8,2,0
3,472.57,2,3,8,0,1,17,2,0
5,0.0,0,15,4,2,1,21,6,1
8,0.0,6,16,4,0,1,21,6,1
0,472.68,1,13,1,0,1,12,2,0
0,387.71,4,7,2,0,1,17,5,1
9,88.75,6,13,5,2,1,22,1,0
6,9171.81,3,14,2,0,1,9,6,1
6,18490.03,0,12,1,0,1,0,0,0
5,0.0,5,9,7,1,1,8,0,0
1,0.0,1,18,6,2,1,17,2,0
1,0.0,5,1,1,0,1,2,6,1
2,1613.13,5,19,2,0,0,8,1,0
6,15231.74,3,8,2,0,1,12,4,0
7,118.9,0,10,2,0,1,12,4,0
9,2301.54,3,8,7,0,0,9,6,1
7,2705.18,6,10,1,0,1,4,6,1
7,1806.97,2,10,3,0,1,10,2,0
8,0.0,5,9,2,0,1,12,0,0
7,2287.72,5,5,2,0,1,1,0,0
3,456.02,2,7,3,0,1,10,3,0
8,0.0,4,7,2,0,1,9,0,0
1,0.0,1,14,2,0,1,19,0,0
7,2825.93,1,0,2,0,1,12,0,0
9,621.72,0,14,4,0,1,9,2,0
8,0.0,1,3,3,0,1,16,3,0
7,1016.36,6,4,7,0,1,20,3,0
4,15396.34,4,3,2,0,1,16,4,0
4,18663.75,3,1,4,0,1,16,2,0
6,6300.21,4,18,1,0,1,21,5,1
3,175.92,6,3,6,0,1,9,4,0
2,1687.18,0,15,9,1,1,16,3,0
5,0.0,1,6,1,1,1,8,1,0
3,448.05,2,7,6,0,1,23,6,1
1,0.0,5,6,3,0,1,21,1,0
5,0.0,2,5,1,0,1,16,3,0
2,160.77,1,12,1,5,1,10,4,0
9,98.96,5,8,2,0,1,20,4,0
5,0.0,2,12,2,5,1,17,0,0
2,2829.0,2,9,6,3,1,17,1,0
6,509.0,3,6,1,0,1,8,1,0
5,0.0,6,10,3,4,1,18,3,0
4,2483.47,3,6,4,0,1,17,3,0
5,0.0,6,6,5,1,1,17,1,0
0,368.47,4,16,1,4,1,15,3,0
4,19455.84,4,6,2,5,0,17,0,0
4,8275.03,0,12,1,0,1,16,3,0
6,1279.31,6,14,2,1,1,13,3,0
4,15439.15,5,7,3,1,1,21,3,0
3,191.52,5,6,3,0,1,11,1,0
3,168.94,1,0,1,1,1,19,0,0
8,0.0,1,12,2,2,1,12,5,1
7,289.06,4,13,2,0,1,12,4,0
3,307.34,1,7,1,4,1,14,0,0
4,5821.97,1,16,8,0,0,10,1,0
4,2480.86,2,2,5,0,1,8,5,1
3,191.3,0,15,3,3,1,10,5,1
4,15886.67,0,11,9,0,0,17,0,0
4,9421.56,1,14,3,0,1,0,5,1
6,9017.22,5,3,5,0,1,18,2,0
8,0.0,4,2,8,0,1,11,5,1
7,2473.29,3,18,1,2,1,16,2,0
5,0.0,3,13,3,0,1,11,0,0
1,0.0,2,10,1,0,1,15,0,0
4,2614.29,2,8,2,0,0,22,0,0
1,0.0,6,5,1,0,1,16,1,0
3,41.3,4,17,1,1,1,5,2,0
1,0.0,6,10,2,1,1,11,6,1
3,87.94,4,10,3,0,1,18,4,0
5,0.0,4,16,2,1,1,9,0,0
0,251.19,3,13,3,0,1,17,2,0
9,2696.24,3,15,4,0,1,8,6,1
4,5162.75,3,1,2,0,1,9,4,0
1,0.0,4,6,3,1,1,19,1,0
8,0.0,6,15,5,0,1,13,4,0
8,0.0,2,0,2,1,1,9,4,0
7,237.63,6,13,1,0,1,7,2,0
6,1118.08,2,10,2,0,1,9,2,0
2,791.86,4,3,3,4,1,21,5,1
5,0.0,0,15,3,0,1,7,6,1
6,14642.11,1,13,2,2,0,8,0,0
4,17953.29,5,18,2,2,1,16,3,0
7,2070.58,6,5,2,4,1,19,1,0
8,0.0,1,8,2,3,1,7,2,0
1,0.0,2,2,1,1,1,9,2,0
8,0.0,4,12,2,0,1,22,3,0
9,2755.3,6,11,4,2,0,23,5,1
6,16477.7,6,10,1,3,1,20,5,1
6,6543.47,1,16,5,0,1,19,3,0
7,1923.21,0,6,1,1,1,13,0,0
6,13914.0,0,6,3,4,1,11,2,0
5,0.0,0,1,1,0,1,11,3,0
1,0.0,1,12,2,0,1,0,5,1
3,488.74,5,0,4,1,1,14,4,0
