  ,activity,amount,timestamp,device,location,frequency,failed_attempts,previous_behavior,risk_label
user_2914,ATM Withdrawal,355.58,16-04-2025 11:02,Mobile-Android,"Sydney, AU",1,0,Recently flagged - suspicious history,Not Fraud
user_3867,Money Transfer,7515.6,24-01-2025 01:12,Desktop-Mac,"Sydney, AU",4,3,Occasional user - sporadic activity,Not Fraud
user_6572,Card Swipe,368.9,06-02-2025 14:49,ATM,"Singapore, SG",5,3,Occasional user - sporadic activity,Not Fraud
user_1598,Card Swipe,199.92,21-03-2025 20:07,Mobile-Android,"Beijing, CN",3,0,Consistent single-device user,Not Fraud
user_9529,ATM Withdrawal,21.02,23-02-2025 18:40,Desktop-Windows,"Houston, US",1,0,Consistent single-device user,Not Fraud
user_5467,Bill Payment,476.7,12-05-2025 07:39,Mobile-Android,"Houston, US",2,0,Occasional user - sporadic activity,Not Fraud
user_5011,Bill Payment,218.37,24-04-2025 16:21,Mobile-Android,"Chicago, US",2,1,New user - no history,Not Fraud
user_7987,Add Beneficiary,0,01-06-2025 09:38,POS-Terminal,"Dubai, AE",3,0,Recently flagged - suspicious history,Not Fraud
user_4246,Wallet Top-up,240.24,26-05-2025 21:48,Mobile-iOS,"Los Angeles, US",5,1,New user - no history,Not Fraud
user_6085,Card Swipe,240.57,18-08-2025 22:09,Tablet,"London, UK",2,0,Dormant account - reactivated,Not Fraud
user_8426,Card Swipe,24.83,29-04-2025 13:22,ATM,"Houston, US",4,0,Occasional user - sporadic activity,Not Fraud
user_2686,Add Beneficiary,0,25-03-2025 19:50,Tablet,"Beijing, CN",4,0,Multiple device switches,Not Fraud
user_4992,Wallet Top-up,481.27,23-02-2025 13:04,ATM,"Beijing, CN",2,5,Dormant account - reactivated,Not Fraud
user_4869,Bill Payment,1989.52,27-05-2025 06:59,ATM,"Sydney, AU",3,0,New user - no history,Not Fraud
user_3886,ATM Withdrawal,478.38,28-07-2025 05:06,Tablet,"Berlin, DE",2,0,Regular user - consistent pattern,Not Fraud
user_1003,Bill Payment,1984.34,07-06-2025 13:18,Tablet,"Bangalore, IN",1,2,Recently flagged - suspicious history,Not Fraud
user_8122,Password Change,0,06-06-2025 23:37,Tablet,"Delhi, IN",1,0,Dormant account - reactivated,Not Fraud
user_1013,Wallet Top-up,2463.16,10-08-2025 11:55,Mobile-Android,"London, UK",4,0,Dormant account - reactivated,Not Fraud
user_7251,Add Beneficiary,0,02-05-2025 14:42,Mobile-iOS,"Houston, US",2,3,Multiple device switches,Not Fraud
user_5726,Bill Payment,407.16,04-07-2025 05:01,Desktop-Mac,"Beijing, CN",9,0,Occasional user - sporadic activity,Not Fraud
user_8471,Loan Application,18609.7,19-04-2025 16:29,Tablet,"Dubai, AE",2,0,Multiple device switches,Fraud
user_9161,Online Purchase,2137.83,28-05-2025 10:59,Desktop-Windows,"New York, US",1,0,Dormant account - reactivated,Not Fraud
user_8889,Money Transfer,2884.65,19-07-2025 18:54,Desktop-Windows,"Bangalore, IN",1,2,New user - no history,Not Fraud
user_8740,Money Transfer,13697.28,06-06-2025 14:37,Mobile-Android,"Singapore, SG",2,0,Consistent single-device user,Not Fraud
user_6431,Add Beneficiary,0,16-03-2025 11:51,Mobile-iOS,"New York, US",7,1,Recently flagged - suspicious history,Not Fraud
user_8752,Loan Application,3423.13,08-07-2025 03:18,Tablet,"New York, US",2,0,New user - no history,Not Fraud
user_5129,Bill Payment,1849.31,09-07-2025 10:16,Mobile-Android,"Moscow, RU",6,1,Consistent single-device user,Not Fraud
user_5280,Online Purchase,1457.33,29-03-2025 19:55,Mobile-Android,"Kolkata, IN",3,2,Consistent single-device user,Not Fraud
user_7277,Online Purchase,1983.7,28-05-2025 17:10,POS-Terminal,"Dubai, AE",1,0,New user - no history,Not Fraud
user_3745,Card Swipe,205.38,25-08-2025 11:47,Tablet,"London, UK",3,0,Recently flagged - suspicious history,Not Fraud
user_1194,ATM Withdrawal,464.34,16-05-2025 13:43,POS-Terminal,"Kolkata, IN",1,0,Dormant account - reactivated,Not Fraud
user_5466,Password Change,0,07-03-2025 10:51,POS-Terminal,"Lagos, NG",2,1,Frequent user - daily activity,Not Fraud
user_4193,Wallet Top-up,1015.53,21-05-2025 17:11,Mobile-Android,"Beijing, CN",5,0,New user - no history,Not Fraud
user_6759,Online Purchase,2177.13,08-06-2025 10:02,Mobile-Android,"Los Angeles, US",3,2,Frequent user - daily activity,Not Fraud
user_2965,Money Transfer,17135.99,19-08-2025 08:42,POS-Terminal,"Lagos, NG",8,2,Occasional user - sporadic activity,Fraud
user_5826,Card Swipe,333.63,12-03-2025 06:29,ATM,"Delhi, IN",6,1,Dormant account - reactivated,Not Fraud
user_3653,Money Transfer,5581.89,16-01-2025 04:24,Desktop-Windows,"Kolkata, IN",1,0,Consistent single-device user,Not Fraud
user_7432,Bill Payment,1938.22,21-04-2025 07:34,Mobile-iOS,"Moscow, RU",1,0,Recently flagged - suspicious history,Not Fraud
user_1571,Money Transfer,1454.73,05-01-2025 17:49,Desktop-Mac,"Chicago, US",3,3,Multiple device switches,Not Fraud
user_3483,Password Change,0,12-05-2025 21:36,POS-Terminal,Tor Exit Node,2,0,New user - no history,Not Fraud
user_4700,Login,0,19-07-2025 12:44,Desktop-Mac,"Chicago, US",2,5,Dormant account - reactivated,Not Fraud
user_7563,Login,0,04-04-2025 16:41,Tablet,"Dubai, AE",2,2,Recently flagged - suspicious history,Not Fraud
user_1644,Add Beneficiary,0,10-04-2025 16:19,Mobile-Android,"Moscow, RU",2,0,Consistent single-device user,Not Fraud
user_1584,Online Purchase,80.97,10-04-2025 23:15,Mobile-Android,"Berlin, DE",3,0,Consistent single-device user,Not Fraud
user_1606,Password Change,0,11-01-2025 04:50,Desktop-Mac,"Chicago, US",5,1,Consistent single-device user,Not Fraud
user_3440,Loan Application,4698.06,06-05-2025 06:47,POS-Terminal,"New York, US",6,0,Frequent user - daily activity,Not Fraud
user_1235,Bill Payment,1899.82,25-01-2025 21:52,Desktop-Mac,"Moscow, RU",5,0,New user - no history,Not Fraud
user_9145,Loan Application,15993.55,20-04-2025 09:51,Desktop-Windows,"Dubai, AE",9,1,Dormant account - reactivated,Fraud
user_9943,Bill Payment,968.16,12-01-2025 22:13,Tablet,"Houston, US",1,0,Multiple device switches,Not Fraud
user_3703,Card Swipe,129.39,22-07-2025 15:08,ATM,"Moscow, RU",2,0,Consistent single-device user,Not Fraud
user_1104,Login,0,16-06-2025 09:05,Tablet,"Singapore, SG",2,2,Consistent single-device user,Not Fraud
user_3344,ATM Withdrawal,266.31,27-06-2025 12:11,Mobile-Android,"Moscow, RU",4,0,New user - no history,Not Fraud
user_6699,Add Beneficiary,0,31-01-2025 00:15,Tablet,"Kolkata, IN",3,2,Frequent user - daily activity,Not Fraud
user_5528,Login,0,25-06-2025 09:50,ATM,"Kolkata, IN",2,0,Regular user - consistent pattern,Not Fraud
user_6966,ATM Withdrawal,112.7,16-08-2025 10:39,ATM,"Bangalore, IN",1,0,Occasional user - sporadic activity,Not Fraud
user_1476,Card Swipe,262.3,24-04-2025 05:15,Tablet,"Lagos, NG",2,1,Dormant account - reactivated,Not Fraud
user_6343,Online Purchase,298.7,07-04-2025 18:55,Mobile-iOS,"Los Angeles, US",3,0,Multiple device switches,Not Fraud
user_4541,Loan Application,9127.07,04-07-2025 12:08,Mobile-iOS,"Moscow, RU",9,0,Occasional user - sporadic activity,Fraud
user_1977,ATM Withdrawal,76.89,13-02-2025 20:29,ATM,"Mumbai, IN",6,0,Occasional user - sporadic activity,Not Fraud
user_4763,Money Transfer,8263.34,01-06-2025 14:55,Desktop-Mac,"Dubai, AE",1,1,Frequent user - daily activity,Not Fraud
user_6362,Add Beneficiary,0,01-06-2025 15:57,Mobile-iOS,"Singapore, SG",6,0,Regular user - consistent pattern,Not Fraud
user_8711,Wallet Top-up,105.69,24-07-2025 14:30,POS-Terminal,"Dubai, AE",2,0,Regular user - consistent pattern,Not Fraud
user_4571,Bill Payment,1078.43,03-05-2025 10:05,POS-Terminal,"Toronto, CA",4,2,Regular user - consistent pattern,Not Fraud
user_8598,Bill Payment,2623.23,05-04-2025 12:50,POS-Terminal,"Bangalore, IN",3,2,New user - no history,Not Fraud
user_6454,Wallet Top-up,102.98,06-06-2025 12:17,Tablet,"Lagos, NG",1,1,Dormant account - reactivated,Not Fraud
user_9433,Password Change,0,04-04-2025 20:07,Desktop-Mac,"Moscow, RU",2,0,New user - no history,Not Fraud
user_4354,Bill Payment,2943.85,03-05-2025 10:07,POS-Terminal,Tor Exit Node,3,4,Frequent user - daily activity,Fraud
user_6250,Password Change,0,19-04-2025 21:32,Desktop-Windows,"Los Angeles, US",2,0,New user - no history,Not Fraud
user_9714,Wallet Top-up,2698.86,22-06-2025 13:23,POS-Terminal,"Berlin, DE",7,0,Consistent single-device user,Not Fraud
user_2313,Add Beneficiary,0,28-01-2025 21:18,Mobile-iOS,"Toronto, CA",3,0,Frequent user - daily activity,Not Fraud
user_1371,ATM Withdrawal,214.1,02-05-2025 17:59,Desktop-Windows,"Delhi, IN",4,0,Frequent user - daily activity,Not Fraud
user_1361,Online Purchase,2505.67,29-05-2025 14:21,Desktop-Windows,"Beijing, CN",4,0,Consistent single-device user,Not Fraud
user_5982,Loan Application,2682.49,08-03-2025 18:10,Mobile-iOS,"Bangalore, IN",9,1,Regular user - consistent pattern,Not Fraud
user_6785,ATM Withdrawal,233.4,02-07-2025 08:59,Tablet,"Toronto, CA",9,2,Occasional user - sporadic activity,Not Fraud
user_1674,Password Change,0,05-04-2025 15:28,Mobile-iOS,"Houston, US",4,1,Dormant account - reactivated,Not Fraud
user_7109,Card Swipe,274.53,24-08-2025 08:19,Mobile-Android,"Delhi, IN",2,0,Consistent single-device user,Not Fraud
user_1070,Wallet Top-up,2926.93,02-05-2025 11:45,Desktop-Windows,"Kolkata, IN",4,5,Occasional user - sporadic activity,Not Fraud
user_8243,Password Change,0,19-08-2025 17:46,Mobile-Android,"Chicago, US",3,0,Multiple device switches,Not Fraud
user_8306,Password Change,0,14-06-2025 07:03,Mobile-iOS,"Lagos, NG",1,3,Recently flagged - suspicious history,Fraud
user_1369,Money Transfer,10791.33,12-05-2025 13:42,Desktop-Mac,"Houston, US",2,0,Regular user - consistent pattern,Not Fraud
user_7513,Bill Payment,2149.31,04-01-2025 12:24,Desktop-Windows,"Mumbai, IN",2,0,New user - no history,Not Fraud
user_8278,Add Beneficiary,0,26-07-2025 19:18,POS-Terminal,"Kolkata, IN",2,2,Occasional user - sporadic activity,Not Fraud
user_2410,Bill Payment,627.31,27-03-2025 13:55,Mobile-Android,Unknown Location,3,0,Regular user - consistent pattern,Not Fraud
user_7791,Bill Payment,1669.66,05-02-2025 17:48,Mobile-iOS,"Houston, US",2,0,Regular user - consistent pattern,Not Fraud
user_5979,Card Swipe,284.05,01-01-2025 13:01,Mobile-iOS,"London, UK",8,2,Consistent single-device user,Not Fraud
user_5713,Add Beneficiary,0,15-06-2025 09:58,Mobile-iOS,"New York, US",4,0,New user - no history,Not Fraud
user_6927,Loan Application,9635.69,25-06-2025 13:16,Desktop-Mac,"Kolkata, IN",5,0,Regular user - consistent pattern,Not Fraud
user_3668,Loan Application,1217.28,04-02-2025 11:56,Desktop-Windows,"Houston, US",1,0,Dormant account - reactivated,Not Fraud
user_5749,ATM Withdrawal,269.51,16-07-2025 22:32,POS-Terminal,"Houston, US",1,1,Dormant account - reactivated,Not Fraud
user_5932,ATM Withdrawal,345.87,29-05-2025 17:06,Desktop-Windows,"Dubai, AE",1,0,Dormant account - reactivated,Not Fraud
user_7750,Password Change,0,25-02-2025 21:10,Mobile-iOS,"Sydney, AU",5,1,New user - no history,Not Fraud
user_8544,Money Transfer,2375.48,31-03-2025 08:01,Desktop-Windows,"Beijing, CN",1,0,Dormant account - reactivated,Not Fraud
user_5991,Login,0,02-02-2025 18:07,ATM,"Beijing, CN",3,0,Frequent user - daily activity,Not Fraud
user_2287,Add Beneficiary,0,20-01-2025 17:50,Mobile-Android,"Berlin, DE",4,0,New user - no history,Not Fraud
user_1971,Card Swipe,68.27,20-06-2025 10:04,Mobile-Android,"Sao Paulo, BR",4,3,Frequent user - daily activity,Not Fraud
user_4027,Password Change,0,11-07-2025 01:09,Desktop-Windows,"Kolkata, IN",2,0,Frequent user - daily activity,Not Fraud
user_2119,Money Transfer,16400.75,03-07-2025 18:33,Mobile-iOS,"Kolkata, IN",1,1,Regular user - consistent pattern,Not Fraud
user_4506,Wallet Top-up,2554.63,17-02-2025 13:44,Desktop-Mac,"Beijing, CN",1,2,Multiple device switches,Not Fraud
user_4510,Wallet Top-up,686.52,30-04-2025 07:20,Mobile-Android,"Sydney, AU",2,0,Recently flagged - suspicious history,Not Fraud
user_2347,Password Change,0,27-04-2025 13:24,Tablet,"Sao Paulo, BR",3,2,Frequent user - daily activity,Not Fraud
user_8011,Online Purchase,2571.04,29-08-2025 20:51,POS-Terminal,"Mumbai, IN",1,1,New user - no history,Not Fraud
user_8177,Wallet Top-up,1977.35,13-04-2025 06:09,POS-Terminal,"Lagos, NG",1,3,Occasional user - sporadic activity,Not Fraud
user_6959,Online Purchase,1019.2,01-03-2025 15:25,ATM,"Delhi, IN",2,1,Recently flagged - suspicious history,Not Fraud
user_6834,Card Swipe,336.67,13-03-2025 22:31,Mobile-iOS,"Berlin, DE",1,0,Consistent single-device user,Not Fraud
user_3205,Login,0,18-01-2025 07:03,Desktop-Mac,"Beijing, CN",9,0,Dormant account - reactivated,Not Fraud
user_5960,Loan Application,12483.49,14-05-2025 18:42,ATM,"Sydney, AU",2,0,Consistent single-device user,Not Fraud
user_9270,ATM Withdrawal,275.79,05-01-2025 19:34,ATM,"New York, US",2,3,Multiple device switches,Not Fraud
user_6153,Add Beneficiary,0,15-02-2025 13:02,Tablet,"Beijing, CN",4,2,Occasional user - sporadic activity,Not Fraud
user_6119,Add Beneficiary,0,22-06-2025 13:07,Desktop-Mac,"Beijing, CN",3,0,Consistent single-device user,Not Fraud
user_3560,Wallet Top-up,171.93,07-06-2025 10:37,POS-Terminal,"Mumbai, IN",9,0,Regular user - consistent pattern,Not Fraud
user_1739,Bill Payment,2511.62,07-01-2025 11:47,ATM,"Singapore, SG",2,0,Dormant account - reactivated,Not Fraud
user_7749,Password Change,0,02-03-2025 04:15,POS-Terminal,"Toronto, CA",1,1,Recently flagged - suspicious history,Not Fraud
user_6531,Bill Payment,64.04,10-08-2025 11:29,Desktop-Mac,"Lagos, NG",6,0,Consistent single-device user,Not Fraud
user_1364,Password Change,0,27-05-2025 12:24,Mobile-Android,"Berlin, DE",1,1,Dormant account - reactivated,Not Fraud
user_3730,Loan Application,6025.44,12-06-2025 23:12,ATM,"Kolkata, IN",1,2,Frequent user - daily activity,Not Fraud
user_5344,Login,0,25-07-2025 11:36,Mobile-iOS,"Moscow, RU",8,1,New user - no history,Fraud
user_6518,ATM Withdrawal,42.96,23-02-2025 19:30,Desktop-Windows,"Berlin, DE",3,0,Recently flagged - suspicious history,Not Fraud
user_9846,Password Change,0,09-06-2025 09:25,Tablet,"Bangalore, IN",4,0,Regular user - consistent pattern,Not Fraud
user_4056,Loan Application,10009.11,29-08-2025 16:52,Desktop-Mac,"London, UK",3,2,Multiple device switches,Fraud
user_1981,Wallet Top-up,605.94,11-07-2025 13:15,POS-Terminal,"Berlin, DE",5,0,New user - no history,Not Fraud
user_7757,ATM Withdrawal,413.62,03-06-2025 16:16,Mobile-iOS,"Delhi, IN",1,0,Frequent user - daily activity,Not Fraud
user_8604,Card Swipe,284.31,10-01-2025 13:41,Mobile-iOS,"Chicago, US",1,0,Recently flagged - suspicious history,Not Fraud
user_3883,Login,0,06-01-2025 22:31,Mobile-Android,"Dubai, AE",1,0,New user - no history,Not Fraud
user_6954,Money Transfer,7968.06,02-03-2025 19:53,Mobile-Android,"Lagos, NG",2,0,Recently flagged - suspicious history,Fraud
user_4900,Loan Application,2489.42,30-05-2025 19:21,POS-Terminal,"Delhi, IN",4,0,Multiple device switches,Not Fraud
user_3363,Money Transfer,3544.33,07-03-2025 23:28,ATM,"Lagos, NG",2,0,New user - no history,Fraud
user_9941,Add Beneficiary,0,14-08-2025 13:15,ATM,Tor Exit Node,2,1,Recently flagged - suspicious history,Not Fraud
user_1570,Login,0,03-03-2025 17:50,Desktop-Windows,"Lagos, NG",2,4,Dormant account - reactivated,Fraud
user_9763,Online Purchase,2573.65,26-08-2025 12:58,Desktop-Windows,"Toronto, CA",7,1,Recently flagged - suspicious history,Not Fraud
user_3625,Card Swipe,319.36,15-04-2025 20:49,ATM,"New York, US",5,2,Consistent single-device user,Not Fraud
user_7765,Password Change,0,29-07-2025 17:56,Mobile-Android,"Dubai, AE",3,0,Dormant account - reactivated,Not Fraud
user_6353,Card Swipe,350.65,17-02-2025 18:41,POS-Terminal,"Bangalore, IN",3,0,Frequent user - daily activity,Not Fraud
user_6140,Loan Application,1690.53,16-07-2025 08:33,ATM,"Beijing, CN",1,0,Multiple device switches,Not Fraud
user_8397,Card Swipe,438.02,01-06-2025 08:11,ATM,"Mumbai, IN",1,0,Dormant account - reactivated,Not Fraud
user_7447,Add Beneficiary,0,27-02-2025 22:56,Mobile-Android,"Kolkata, IN",7,0,Frequent user - daily activity,Not Fraud
user_4248,ATM Withdrawal,353.62,20-04-2025 09:25,Tablet,"London, UK",1,0,New user - no history,Not Fraud
user_8129,Card Swipe,415.36,22-02-2025 13:14,Mobile-iOS,"Kolkata, IN",5,0,Consistent single-device user,Not Fraud
user_3133,Add Beneficiary,0,30-07-2025 20:38,Desktop-Windows,"Sao Paulo, BR",1,0,Occasional user - sporadic activity,Not Fraud
user_5754,ATM Withdrawal,125.39,30-05-2025 13:15,POS-Terminal,"Moscow, RU",1,0,Dormant account - reactivated,Not Fraud
user_4476,Add Beneficiary,0,07-03-2025 17:47,Mobile-Android,"Los Angeles, US",1,0,Frequent user - daily activity,Not Fraud
user_1745,Login,0,19-03-2025 10:39,Desktop-Mac,"Beijing, CN",1,2,Regular user - consistent pattern,Not Fraud
user_3938,ATM Withdrawal,93.23,30-04-2025 13:21,Mobile-iOS,"Los Angeles, US",4,0,Recently flagged - suspicious history,Not Fraud
user_6132,Login,0,02-08-2025 23:31,Desktop-Windows,"Sao Paulo, BR",7,0,Recently flagged - suspicious history,Fraud
user_5321,Wallet Top-up,942.47,06-05-2025 20:20,ATM,"Kolkata, IN",3,3,Consistent single-device user,Not Fraud
user_4095,Bill Payment,168.43,11-02-2025 09:30,POS-Terminal,"Bangalore, IN",1,2,Consistent single-device user,Not Fraud
user_8233,Password Change,0,28-04-2025 23:35,Desktop-Mac,"Chicago, US",4,0,Dormant account - reactivated,Not Fraud
user_4337,ATM Withdrawal,98.52,11-03-2025 09:32,Tablet,"Singapore, SG",3,0,Regular user - consistent pattern,Not Fraud
user_3958,Add Beneficiary,0,08-05-2025 21:15,POS-Terminal,"Los Angeles, US",2,0,New user - no history,Not Fraud
user_7120,Loan Application,18586.51,08-01-2025 07:20,Mobile-Android,"Bangalore, IN",4,0,Recently flagged - suspicious history,Not Fraud
user_6397,Login,0,07-07-2025 16:28,POS-Terminal,"Singapore, SG",4,0,Regular user - consistent pattern,Not Fraud
user_6294,Login,0,08-04-2025 18:35,Mobile-Android,"Delhi, IN",1,4,Multiple device switches,Fraud
user_3669,Add Beneficiary,0,12-07-2025 18:18,POS-Terminal,"Chicago, US",1,2,Recently flagged - suspicious history,Not Fraud
user_3151,Password Change,0,12-05-2025 17:53,Mobile-iOS,"Sydney, AU",6,0,Multiple device switches,Not Fraud
user_7922,Password Change,0,20-04-2025 16:27,Mobile-Android,"New York, US",2,0,Frequent user - daily activity,Not Fraud
user_9115,Wallet Top-up,1890.53,22-04-2025 14:18,Mobile-Android,"Singapore, SG",2,0,Occasional user - sporadic activity,Not Fraud
user_5073,Wallet Top-up,1286.06,23-08-2025 15:35,Mobile-Android,"Sydney, AU",2,0,Consistent single-device user,Not Fraud
user_5151,Password Change,0,09-05-2025 10:05,Mobile-Android,"Chicago, US",3,0,Occasional user - sporadic activity,Not Fraud
user_2364,Add Beneficiary,0,31-05-2025 20:19,POS-Terminal,"Bangalore, IN",3,0,Recently flagged - suspicious history,Not Fraud
user_4066,Online Purchase,559.34,12-08-2025 18:38,POS-Terminal,"Los Angeles, US",2,0,New user - no history,Not Fraud
user_3813,Card Swipe,235.48,04-06-2025 12:42,POS-Terminal,"Sydney, AU",3,4,Dormant account - reactivated,Not Fraud
user_5958,Money Transfer,2545.54,05-01-2025 00:07,POS-Terminal,"Kolkata, IN",5,0,Occasional user - sporadic activity,Not Fraud
user_8139,Wallet Top-up,576.79,02-05-2025 11:29,Desktop-Mac,"New York, US",1,0,Consistent single-device user,Not Fraud
user_8724,Login,0,21-02-2025 20:37,Desktop-Windows,"Lagos, NG",5,0,Regular user - consistent pattern,Not Fraud
user_8074,Add Beneficiary,0,02-06-2025 20:47,POS-Terminal,"Lagos, NG",1,0,Consistent single-device user,Not Fraud
user_8993,Online Purchase,2144.3,22-03-2025 14:27,Tablet,"Los Angeles, US",6,0,Consistent single-device user,Not Fraud
user_6681,Card Swipe,351.78,19-02-2025 00:18,Desktop-Mac,"Mumbai, IN",1,0,Dormant account - reactivated,Not Fraud
user_8675,Bill Payment,2650.1,02-08-2025 17:24,POS-Terminal,"Beijing, CN",2,0,Occasional user - sporadic activity,Not Fraud
user_4394,ATM Withdrawal,348.44,14-02-2025 06:30,Mobile-iOS,"Chicago, US",2,1,Consistent single-device user,Not Fraud
user_4845,Online Purchase,1672.71,08-03-2025 23:22,Desktop-Windows,"Beijing, CN",1,2,Regular user - consistent pattern,Not Fraud
user_6533,Add Beneficiary,0,24-05-2025 07:14,Mobile-iOS,"Bangalore, IN",10,1,Regular user - consistent pattern,Not Fraud
user_5382,Bill Payment,2560.96,27-01-2025 20:38,POS-Terminal,"New York, US",7,1,New user - no history,Not Fraud
user_2669,Wallet Top-up,130.7,11-08-2025 07:40,Mobile-iOS,"Singapore, SG",1,0,Consistent single-device user,Not Fraud
user_9165,Money Transfer,3128.2,01-02-2025 12:52,ATM,"Houston, US",8,1,Regular user - consistent pattern,Not Fraud
user_8760,Password Change,0,10-03-2025 10:10,Desktop-Windows,"Sao Paulo, BR",2,0,Frequent user - daily activity,Not Fraud
user_9677,Add Beneficiary,0,20-04-2025 18:08,Desktop-Mac,"Singapore, SG",6,4,Dormant account - reactivated,Not Fraud
user_8251,Bill Payment,2311.6,22-01-2025 17:33,Desktop-Windows,"Toronto, CA",9,0,Regular user - consistent pattern,Not Fraud
user_1607,Bill Payment,2708.02,24-07-2025 04:40,POS-Terminal,"Singapore, SG",9,0,Recently flagged - suspicious history,Fraud
user_6638,Login,0,06-06-2025 19:57,Mobile-iOS,"Beijing, CN",2,0,Consistent single-device user,Not Fraud
user_7627,Online Purchase,2643.52,10-04-2025 06:34,POS-Terminal,"Sao Paulo, BR",6,0,Recently flagged - suspicious history,Not Fraud
user_2520,Wallet Top-up,1657.6,10-02-2025 14:48,Mobile-Android,"New York, US",4,0,Frequent user - daily activity,Not Fraud
user_7926,Wallet Top-up,335.77,10-06-2025 04:23,Tablet,"Mumbai, IN",1,1,New user - no history,Not Fraud
user_1085,Card Swipe,176.1,25-05-2025 10:47,POS-Terminal,"Singapore, SG",3,0,Frequent user - daily activity,Not Fraud
user_5902,ATM Withdrawal,336.79,05-02-2025 19:36,POS-Terminal,"Mumbai, IN",4,0,Frequent user - daily activity,Not Fraud
user_8443,Money Transfer,2973.74,24-01-2025 12:26,Mobile-Android,"Delhi, IN",1,0,New user - no history,Not Fraud
user_7598,Loan Application,11201.42,30-05-2025 18:55,Desktop-Mac,"Moscow, RU",10,1,Consistent single-device user,Fraud
user_3668,Bill Payment,1519.83,30-06-2025 13:29,Tablet,"Dubai, AE",1,0,Consistent single-device user,Not Fraud
user_7051,Money Transfer,12051.92,27-05-2025 12:07,Desktop-Windows,"New York, US",1,0,Dormant account - reactivated,Not Fraud
user_5816,Card Swipe,23.71,18-04-2025 08:50,Mobile-Android,Tor Exit Node,2,0,Occasional user - sporadic activity,Not Fraud
user_1034,Money Transfer,10973.37,04-05-2025 05:02,Tablet,"Toronto, CA",2,0,Multiple device switches,Fraud
user_3175,Bill Payment,1516.77,25-04-2025 13:28,Mobile-iOS,"Singapore, SG",2,1,Multiple device switches,Not Fraud
user_4814,Add Beneficiary,0,16-08-2025 11:02,Desktop-Mac,"Sao Paulo, BR",3,2,Regular user - consistent pattern,Not Fraud
user_6060,Wallet Top-up,1937.25,08-06-2025 16:05,Tablet,"Lagos, NG",1,0,Frequent user - daily activity,Not Fraud
user_1305,Money Transfer,13182.18,21-07-2025 14:01,Mobile-iOS,"London, UK",4,2,Consistent single-device user,Not Fraud
user_9741,Loan Application,6442.6,28-08-2025 15:31,Mobile-Android,"Mumbai, IN",1,0,Dormant account - reactivated,Not Fraud
user_2878,Money Transfer,10858.5,16-07-2025 10:11,Mobile-Android,"Chicago, US",8,1,Regular user - consistent pattern,Not Fraud
user_3973,Login,0,26-01-2025 17:19,Desktop-Windows,"Chicago, US",6,0,New user - no history,Not Fraud
user_4318,Online Purchase,2257.64,12-07-2025 15:31,Tablet,"Delhi, IN",1,0,Consistent single-device user,Not Fraud
user_8932,Login,0,15-08-2025 12:14,Mobile-Android,"London, UK",8,1,Frequent user - daily activity,Not Fraud
user_5990,Loan Application,8164.58,22-02-2025 06:40,ATM,"Kolkata, IN",2,5,Frequent user - daily activity,Fraud
user_7942,Wallet Top-up,1357.97,08-06-2025 00:29,Desktop-Windows,"Beijing, CN",1,0,Consistent single-device user,Not Fraud
user_5110,Add Beneficiary,0,24-02-2025 23:53,Tablet,"Dubai, AE",1,0,New user - no history,Not Fraud
user_3014,Bill Payment,2176.6,23-02-2025 23:56,Tablet,"Sydney, AU",5,2,Dormant account - reactivated,Fraud
user_5473,Online Purchase,1988.52,03-06-2025 11:13,Desktop-Windows,"New York, US",3,0,Regular user - consistent pattern,Not Fraud
user_8807,Login,0,16-04-2025 21:43,Tablet,"Singapore, SG",4,1,New user - no history,Not Fraud
user_9825,Login,0,24-04-2025 20:52,POS-Terminal,"Chicago, US",9,0,Dormant account - reactivated,Not Fraud
user_3903,Login,0,19-02-2025 08:23,Desktop-Mac,"New York, US",4,1,Dormant account - reactivated,Not Fraud
user_2474,Loan Application,12523.47,07-05-2025 19:14,Desktop-Windows,"New York, US",2,1,Frequent user - daily activity,Not Fraud
user_4212,Add Beneficiary,0,09-05-2025 07:17,Desktop-Mac,"Houston, US",1,1,Occasional user - sporadic activity,Not Fraud
user_3101,Money Transfer,2592.25,14-08-2025 21:54,Tablet,"Sao Paulo, BR",1,2,Regular user - consistent pattern,Not Fraud
user_5143,Wallet Top-up,2649.89,22-06-2025 00:27,POS-Terminal,"New York, US",7,0,Multiple device switches,Fraud
user_2994,Wallet Top-up,1402.43,15-08-2025 12:48,POS-Terminal,"London, UK",1,0,Consistent single-device user,Not Fraud
user_1084,Add Beneficiary,0,27-05-2025 09:05,ATM,"New York, US",4,4,Multiple device switches,Not Fraud
user_5095,Online Purchase,497.62,25-01-2025 11:40,Mobile-Android,"Bangalore, IN",5,0,Dormant account - reactivated,Not Fraud
user_2766,Card Swipe,126.8,27-03-2025 11:03,Tablet,"Berlin, DE",7,1,Consistent single-device user,Not Fraud
user_3045,Money Transfer,19491.79,16-08-2025 21:24,ATM,"Beijing, CN",4,0,Consistent single-device user,Not Fraud
user_5939,Loan Application,12542.39,24-05-2025 05:43,Mobile-Android,"Toronto, CA",2,0,Multiple device switches,Fraud
user_1173,Card Swipe,198.12,08-06-2025 19:56,Mobile-Android,"Mumbai, IN",7,1,Consistent single-device user,Not Fraud
